wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,bplace_continent,birthdate,birthyear,birth_decade,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,dplace_continent,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,region,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi,occupation_rank,occupation_rank_unique,birthyear_rank,birthyear_rank_unique,bplace_country_rank,bplace_country_rank_unique,bplace_name_rank,bplace_name_rank_unique,deathyear_rank,deathyear_rank_unique,dplace_country_rank,dplace_country_rank_unique,dplace_name_rank,dplace_name_rank_unique,id
q310769,18950800,Alan_Baker_(mathematician),Alan Baker,MATHEMATICIAN,0,M,,False,36,22.3368716412037,London,51.50722222,-0.1275,17867,United Kingdom,,1939-08-19,1939,1930,Cambridge,52.20527778,0.11916667,36995,,,2018-02-04,2018,,,,False,8.63715480192853,80,6269,2.84809075973817,55.6883740895969,260,260,104,104,1226,1226,102,102,91,91,,,43,43,18950800
q157235,2875272,Robert_Aumann,Robert Aumann,MATHEMATICIAN,0,M,,True,52,24.4292292012424,Frankfurt,50.11666667,8.68333333,13136,Germany,,1930-06-08,1930,1930,,,,,,,,,,,,False,8.96881601715889,89,23605,3.21506035947981,62.6510729038763,115,115,48,48,615,615,17,17,,,,,,,2875272
q559436,83128,Georg_Mohr,Georg Mohr,MATHEMATICIAN,16.5230780336725,M,,False,17,21.1926046980203,Copenhagen,55.67611111,12.56833333,13014,Denmark,,1640-04-01,1640,1640,"Sławnikowice, Lower Silesian Voivodeship",51.18027778,15.17305556,14837361,Poland,,1697-01-26,1697,Denmark,,,False,7.8368040747555,379,1665,1.33922572131486,51.8806185507322,403,403,14,14,234,234,72,72,8,8,241,241,1,1,83128
q459719,25991,Richard_Garfield,Richard Garfield,MATHEMATICIAN,6.94404097652733,M,,True,17,17.9204648958102,Philadelphia,39.95277778,-75.16361111,50585,United States,,1963-06-26,1963,1960,,,,,,,,,United States,,,False,4.33613341746656,56,30815,2.50769043335868,40.9919806065635,703,703,302,302,7140,7140,146,146,,,,,,,25991
q381039,156996,John_Wilkins,John Wilkins,MATHEMATICIAN,1.54371588164504,M,,False,26,22.712505864313,Fawsley,52.2066,-1.1815,1202931,United Kingdom,,1614-02-14,1614,1610,Chancery Lane,51.5162,-0.1121,15179980,United Kingdom,,1672-11-19,1672,,,,False,5.89883599689296,405,10594,2.59122160918599,56.9383650136135,236,236,3,3,1072,1072,1,1,7,7,828,828,1,1,156996
q334054,1104849,Efim_Zelmanov,Efim Zelmanov,MATHEMATICIAN,74.9494872659652,M,,True,28,19.3518900505982,Khabarovsk,48.48333333,135.08333333,56582,Russia,,,1955,1950,,,,,,,,,,,,True,7.19256335905459,64,5666,2.46170180407424,45.7553071136201,617,617,194,194,1238,1238,1,1,,,,,,,1104849
q76564,210340,Carl_Gustav_Jacob_Jacobi,Carl Gustav Jacob Jacobi,MATHEMATICIAN,0,M,,False,55,25.1610286345291,Potsdam,52.4,13.06666667,49112,Germany,,1804-12-10,1804,1800,Berlin,52.51666667,13.38888889,3354,Germany,,1851-02-18,1851,Prussia,Prussia,,False,7.83475954477832,215,34795,3.67702318944667,65.0862680845422,91,91,13,13,437,437,5,5,9,9,396,396,57,57,210340
q92849,254812,Rudy_Rucker,Rudy Rucker,MATHEMATICIAN,3.81220633271956,,,True,15,18.0049623869511,"Louisville, Kentucky",38.22533333,-85.74166667,58592,United States,,1946-03-22,1946,1940,,,,,,,,,United States,,,False,3.48844046475131,73,6540,2.49840441809905,41.2731613151637,700,700,453,453,7039,7039,26,26,,,,,,,254812
q726699,1399676,Edmund_Gunter,Edmund Gunter,MATHEMATICIAN,4.94363406262959,,,False,15,19.881515903364,Hertfordshire,51.81666667,-0.21666667,13986,United Kingdom,,,,,London,51.50722222,-0.1275,17867,United Kingdom,,1626-12-10,1626,,United Kingdom,,False,4.07626099321401,438,3186,2.22300483314608,47.5177330810995,570,570,,,2518,2518,2,2,15,15,1793,1793,519,519,1399676
q61740,457207,Adam_Ries,Adam Ries,MATHEMATICIAN,39.8638383397424,M,,False,18,21.0884045790733,Bad Staffelstein,50.1,10.96666667,4663847,Germany,,1492-03-26,1492,1490,Annaberg-Buchholz,50.58,13.00222222,2052161,Germany,,1559-03-30,1559,,,,False,1.83371786495174,527,53374,3.57155525375331,51.5338737789513,418,418,9,9,2156,2156,1,1,16,16,1839,1839,1,1,457207
q353411,174724,Goro_Shimura,Goro Shimura,MATHEMATICIAN,282.727294659683,M,,False,24,22.7414705343404,Hamamatsu,34.71083333,137.7275,328985,Japan,,1930-02-23,1930,1930,Princeton University,40.34527778,-74.65611111,23922,,,2019-05-03,2019,,,,False,4.50406387044696,89,62999,2.49262935001179,57.0347502001168,233,233,110,110,349,349,5,5,85,85,,,1,1,174724
q880924,2223833,William_Gemmell_Cochran,William Gemmell Cochran,MATHEMATICIAN,1.03553546646299,M,,False,16,17.7453529840572,Rutherglen,55.8286,-4.213922,265205,United Kingdom,,1909-07-15,1909,1900,"Orleans, Massachusetts",41.78972222,-69.99027778,259385,United States,,1980-03-29,1980,,,,False,3.52449278232321,110,1367,2.53539951099435,40.4092639984586,714,714,238,238,3662,3662,2,2,194,194,4607,4607,1,1,2223833
q560935,308409,Christian_Kramp,Christian Kramp,MATHEMATICIAN,26.0925701575649,M,,False,15,20.7771668567029,Strasbourg,48.58,7.75,37407,France,,1760-07-08,1760,1760,Bourbon Restoration,48.81666667,2.48333333,62244,France,,1826-05-13,1826,France,,,False,7.45245300316127,259,2301,1.5000872305419,50.4981738766518,459,459,21,21,2620,2620,32,32,28,28,2713,2713,2,2,308409
q334039,976305,Simon_Donaldson,Simon Donaldson,MATHEMATICIAN,154.898397680472,M,,True,29,18.0831866715506,Cambridge,52.205,0.119,17867,United Kingdom,,,1957,1950,,,,,,,,,,,,False,4.50626213755984,62,6980,3.45645456133334,41.5334667925977,696,696,287,287,3539,3539,24,24,,,,,,,976305
q333941,500958,Lars_Hörmander,Lars Hörmander,MATHEMATICIAN,116.821143873314,M,,False,31,21.4149317451226,Mjällby,56.05,14.68333333,5991,Sweden,,1931-01-24,1931,1930,Lund,55.70388889,13.195,1019389,Sweden,,2012-11-25,2012,,,,False,7.06364118483618,88,4654,2.82402211659117,52.6204520747945,373,373,155,155,323,323,1,1,114,114,239,239,2,2,500958
q783040,1018089,Isaac_Beeckman,Isaac Beeckman,MATHEMATICIAN,1.71423432106841,M,,False,17,21.6374665468061,Middelburg,51.5,3.61666667,101626,Netherlands,,,,,Dordrecht,51.81666667,4.66666667,71182,Netherlands,,1637-05-19,1637,,Netherlands,,False,6.4927068107517,431,4276,1.66007781649586,53.3609769398606,347,347,,,301,301,6,6,9,9,237,237,4,4,1018089
q723598,465317,Henry_Dudeney,Henry Dudeney,MATHEMATICIAN,3.02353677628456,M,,False,17,19.8138911965448,,,,,,,1857-04-10,1857,1850,Lewes,50.875627,0.017855,67930,United Kingdom,,1930-04-24,1930,,,,False,5.35271972026721,162,2740,2.21086374435509,47.2926996188565,574,574,78,78,,,,,69,69,1818,1818,4,4,465317
q379987,1591774,Geminus,Geminus,MATHEMATICIAN,1.88732846865203,M,,False,19,20.686386226716,Rhodes,36.16666667,27.93333333,26773183,Greece,,,,,,,,,,,0100-01-01 BC,-100,,,,False,6.75951122036984,110,3930,1.99664337629835,50.196084885343,469,469,,,467,467,6,6,24,24,,,,,1591774
q334030,1270068,Pierre-Louis_Lions,Pierre-Louis Lions,MATHEMATICIAN,48.5094253809035,M,,True,27,19.1841307112724,Grasse,43.6667,6.9167,46092,France,,1956-08-11,1956,1950,,,,,,,,,France,,,False,5.13429387558748,63,12797,2.71837336449715,45.1970575221946,626,626,205,205,3149,3149,5,5,,,,,,,1270068
q310781,234861,James_Joseph_Sylvester,James Joseph Sylvester,MATHEMATICIAN,0,M,,False,33,23.8099954607449,London,51.50722222,-0.1275,17867,United Kingdom,,1814-09-03,1814,1810,London,51.50722222,-0.1275,17867,United Kingdom,,1897-03-15,1897,,United Kingdom,,False,8.55833383263076,205,15061,2.5508704736281,60.5904604573863,147,147,13,13,694,694,48,48,8,8,556,556,135,135,234861
q123842,3640173,Johann_Baptist_Cysat,Johann Baptist Cysat,MATHEMATICIAN,11.8612306507121,M,,False,15,20.9968145496104,Lucerne,47.05,8.3,184017,Switzerland,,1585-05-12,1585,1580,Lucerne,47.05,8.3,184017,Switzerland,,1657-03-03,1657,,,,False,7.37760979222486,434,1737,1.29288435251459,51.2290913642624,429,429,13,13,237,237,3,3,18,18,337,337,5,5,3640173
q216350,11133659,Ngô_Bảo_Châu,Ngô Bảo Châu,MATHEMATICIAN,0,M,,True,33,18.2153663139885,Hanoi,21.02847222,105.85416667,187,Vietnam,,1972-06-28,1972,1970,,,,,,,,,,,,False,4.14489347695835,47,53857,3.21486407308457,41.9733184973214,693,693,171,171,74,74,4,4,,,,,,,11133659
q375351,523533,Charles-Eugène_Delaunay,Charles-Eugène Delaunay,MATHEMATICIAN,8.07674573253241,M,,False,26,21.7731325314934,Lusigny-sur-Barse,48.2553,4.2681,101607,France,,1816-04-09,1816,1810,Cherbourg-Octeville,49.63,-1.62,105031,France,,1872-08-05,1872,,France,,False,9.154635164488,203,2212,2.02567204289431,53.8124300799742,329,329,14,14,2086,2086,1,1,24,24,2181,2181,1,1,523533
q862150,505528,Bill_Gosper,Bill Gosper,MATHEMATICIAN,7.77069229150704,,,True,15,15.6370841025655,New Jersey,40,-74.5,21648,United States,,1943-04-26,1943,1940,,,,,,,,,,,,False,2.11257342259568,76,1333,2.98613840200661,33.3936173796876,739,739,444,444,9622,9622,6,6,,,,,,,505528
q9038,649861,Muhammad_ibn_Musa_al-Khwarizmi,Muhammad ibn Musa al-Khwarizmi,MATHEMATICIAN,0,M,,False,130,31.5281472797369,Khwarazm,42.18960833,59.32617222,317992,Turkmenistan,,,780,780,Baghdad,33.33333333,44.38333333,4492,Iraq,,,850,,,,False,16.3338156924336,1239,475819,3.85388470817469,86.2740087881656,3,3,1,1,1,1,1,1,1,1,2,2,1,1,649861
q157642,32490,Vladimir_Arnold,Vladimir Arnold,MATHEMATICIAN,0,M,,False,44,23.3815316260792,Odessa,46.48572222,30.74344444,55545,Ukraine,,1937-06-12,1937,1930,Paris,48.8567,2.3508,22989,France,,2010-06-03,2010,,,,False,6.1333310375596,82,27714,3.39666010577398,59.1646694307639,179,179,65,65,142,142,10,10,38,38,1276,1276,551,551,32490
q310783,18720,Lodovico_Ferrari,Lodovico Ferrari,MATHEMATICIAN,0,M,,False,31,24.751035292112,Bologna,44.5075,11.35138889,21069333,Italy,,1522-02-02,1522,1520,Bologna,44.5075,11.35138889,21069333,Italy,,1565-10-05,1565,,Papal States,,False,11.7680250081879,497,8419,1.75858356034993,63.7219409668303,108,108,3,3,722,722,14,14,4,4,771,771,10,10,18720
q726376,7349608,Dennis_Sullivan,Dennis Sullivan,MATHEMATICIAN,39.5703001624627,M,,True,16,18.5738924496026,"Port Huron, Michigan",42.98027802,-82.4375,78085,United States,,1941-02-12,1941,1940,,,,,,,,,,,,False,4.23545884965983,78,3476,2.47096046977932,43.1663791610459,668,668,343,343,6273,6273,2,2,,,,,,,7349608
q211642,61636,Lars_Ahlfors,Lars Ahlfors,MATHEMATICIAN,0,M,,False,38,23.1208691359487,Helsinki,60.17083333,24.9375,13696,Finland,,1907-04-18,1907,1900,"Pittsfield, Massachusetts",42.45,-73.25,116694,United States,,1996-10-11,1996,Russia,,,False,9.31726691156514,112,8452,2.89758518414649,58.2972677755109,201,201,59,59,44,44,11,11,51,51,1162,1162,1,1,61636
q208359,239290,John_Wallis,John Wallis,MATHEMATICIAN,0,M,,False,39,24.8369539217278,"Ashford, Kent",51.1465,0.8676,350215,United Kingdom,,1616-12-03,1616,1610,Oxford,51.75194444,-1.25777778,22308,United Kingdom,,1703-11-08,1703,United Kingdom,United Kingdom,,False,7.38001614254189,403,28216,2.8941269926484,64.0078507711467,104,104,1,1,459,459,1,1,5,5,395,395,11,11,239290
q115769,1247037,Marcel_Grossmann,Marcel Grossmann,MATHEMATICIAN,127.825007657713,M,,False,25,22.9660003174051,Budapest,47.4925,19.05138889,36787,Hungary,,1878-04-09,1878,1870,Zürich,47.36666667,8.55,40334603,Switzerland,,1936-09-07,1936,Austria,Switzerland,,False,7.54979595960318,141,15288,2.05318361163248,57.7819137271222,216,216,34,34,128,128,50,50,51,51,203,203,32,32,1247037
q61763,547682,Otto_Toeplitz,Otto Toeplitz,MATHEMATICIAN,9.16477538824165,M,,False,17,19.2590249361513,Wrocław,51.1,17.03333333,33603,Poland,,1881-08-01,1881,1880,Jerusalem,31.78333333,35.21666667,16043,Israel,,1940-02-15,1940,Germany,Palestine - United Kingdom,,False,4.74115401025983,138,2298,2.25696180563938,45.4462816226637,622,622,124,124,680,680,47,47,113,113,164,164,73,73,547682
q334065,27172341,Cédric_Villani,Cédric Villani,MATHEMATICIAN,113.828502885488,M,VillaniCedric,True,29,18.2790151171126,Brive-la-Gaillarde,45.1583,1.5321,1149275,France,,1973-10-05,1973,1970,,,,,,,,,France,,,False,2.37797431827013,46,329271,4.07345656041642,42.1851214197789,687,687,185,185,3295,3295,4,4,,,,,,,27172341
q32399,7097405,Nina_Bari,Nina Bari,MATHEMATICIAN,46.9380449407493,F,,False,20,20.7974156906839,Russia,60,90,25391,Russia,,1901-11-19,1901,1900,Moscow,55.75,37.61666667,19004,Russia,,1961-07-15,1961,Russia,Soviet Union,,False,6.23739118524897,118,3888,1.75443098282569,50.5655555398256,458,458,124,124,915,915,16,16,67,67,832,832,423,423,7097405
q710705,981465,Yi_Xing,Yi Xing,MATHEMATICIAN,2.27793165252425,M,,False,16,21.4917151019284,Nanle County,36.0825,115.20583333,24700140,China,,0683-01-01,683,680,Chang'an,34.26666667,108.9,186508,,,0727-01-01,727,,,,False,5.35490499667478,1336,6010,1.81042285184215,52.8759626039692,368,368,2,2,500,500,1,1,1,1,,,29,29,981465
q370085,318598,Paul_Halmos,Paul Halmos,MATHEMATICIAN,2.1009375539448,M,,False,26,20.6273745942503,Budapest,47.4925,19.05138889,36787,Hungary,,1916-03-03,1916,1910,"Los Gatos, California",37.2361111111,-121.961666667,49728,United States,,2006-10-02,2006,Austria,,,False,4.67937619609192,103,7040,3.24709845261032,49.9997129882805,476,476,117,117,281,281,121,121,146,146,2596,2596,2,2,318598
q279892,958066,Pietro_Cataldi,Pietro Cataldi,MATHEMATICIAN,6.84060691865806,M,,False,25,21.8155058250768,Bologna,44.5075,11.35138889,21069333,Italy,,1552-04-15,1552,1550,Bologna,44.4938888889,11.3427777778,21069333,Italy,,1626-02-11,1626,Papal States,,,False,7.61952823727398,467,2118,2.17176811213193,53.9534348903493,324,324,15,15,1810,1810,45,45,10,10,1756,1756,38,38,958066
q334375,105651,William_Sealy_Gosset,William Sealy Gosset,MATHEMATICIAN,1.07590977646986,M,,False,23,22.0240140766475,Canterbury,51.28,1.08,48274,United Kingdom,,1876-06-13,1876,1870,Beaconsfield,51.600873,-0.634682,319847,United Kingdom,,1937-10-16,1937,United Kingdom,,,False,5.2806858867658,143,18560,2.67456303097093,54.6472838689876,299,299,64,64,1373,1373,4,4,53,53,1023,1023,4,4,105651
q1076636,2070173,Luis_Caffarelli,Luis Caffarelli,MATHEMATICIAN,64.1024118904607,M,,True,16,17.1266928797793,Buenos Aires,-34.60333333,-58.38166667,255919,Argentina,,1948-12-08,1948,1940,,,,,,,,,Argentina,,,False,3.81125555054396,71,2328,2.2189636990275,38.3505604304037,724,724,427,427,422,422,135,135,,,,,,,2070173
q215765,61632,John_Milnor,John Milnor,MATHEMATICIAN,0,M,,True,36,21.7206446735715,"Orange, New Jersey",40.76804,-74.235692,125181,United States,,1931-02-20,1931,1930,,,,,,,,,United States,,,False,5.52247516568393,88,9978,3.67627231097546,53.6377672244964,336,336,134,134,2399,2399,5,5,,,,,,,61632
q1378752,2727667,Francis_Hauksbee,Francis Hauksbee,MATHEMATICIAN,1.35074068808881,M,,False,15,19.9188931875077,Colchester,51.8917,0.903,264105,United Kingdom,,1660-01-01,1660,1660,London,51.50722222,-0.1275,17867,United Kingdom,,1713-01-01,1713,,United Kingdom,,False,3.92885382016614,359,4242,2.29472459881214,47.6421127650306,564,564,18,18,2495,2495,6,6,11,11,1779,1779,515,515,2727667
q200397,57327,Abraham_de_Moivre,Abraham de Moivre,MATHEMATICIAN,0,M,,False,52,25.9202196404716,Vitry-le-François,48.7256,4.5853,,France,,1667-05-26,1667,1660,London,51.50722222,-0.1275,17867,United Kingdom,,1754-11-27,1754,,United Kingdom,,False,9.49729383361486,352,34324,3.18227865941578,67.6126136852385,66,66,3,3,423,423,1,1,2,2,244,244,47,47,57327
q172383,24614,Pope_Sylvester_II,Pope Sylvester II,MATHEMATICIAN,0,M,,False,69,27.7147008474862,"Saint-Simon, Cantal",44.9639,2.4908,15467766,France,,,938,930,Rome,41.88333333,12.5,25458,Italy,,1003-05-12,1003,,Papal States,,False,10.7334576054639,1081,73275,3.27104842748164,73.584074974148,31,31,1,1,181,181,1,1,2,2,209,209,95,95,24614
q323234,200307,Michel_Rolle,Michel Rolle,MATHEMATICIAN,55.3798228365914,M,,False,28,24.2546789466101,Ambert,45.5503,3.7425,1019112,France,,,1652,1650,Paris,48.8567,2.3508,22989,France,,1719-11-08,1719,,France,,False,10.488801162925,367,9656,1.7254695685488,62.0702253115855,124,124,3,3,865,865,1,1,3,3,897,897,383,383,200307
q442643,449061,Simon_Singh,Simon Singh,MATHEMATICIAN,1.98690566664018,M,SLSingh,True,19,16.2219571299115,"Wellington, Somerset",50.9755,-3.2243,705642,United Kingdom,,1964-09-19,1964,1960,,,,,,,,,,,,False,3.02680189236577,55,13272,3.12997707153469,35.3398883286792,733,733,455,455,4177,4177,1,1,,,,,,,449061
q335148,28805,Stephen_Cole_Kleene,Stephen Cole Kleene,MATHEMATICIAN,5.84180553057079,M,,False,30,21.5460473753926,"Hartford, Connecticut",41.7625,-72.67416667,53678,United States,,1909-01-05,1909,1900,"Madison, Wisconsin",43.06666667,-89.4,57863,United States,,1994-01-25,1994,United States,,,False,5.3802680965547,110,9685,3.2898344045469,53.0567630862822,358,358,99,99,2566,2566,11,11,102,102,1994,1994,5,5,28805
q474930,2380423,Pierre_Raymond_de_Montmort,Pierre Raymond de Montmort,MATHEMATICIAN,8.94365696028358,M,,False,17,20.5640036120432,Paris,48.8567,2.3508,22989,France,,1678-10-27,1678,1670,Paris,48.8567,2.3508,22989,France,,1719-10-07,1719,,France,,False,6.42113772935551,341,1812,1.69997605217494,49.788834565252,482,482,13,13,2713,2713,637,637,16,16,2807,2807,1282,1282,2380423
q323228,250820,William_Kingdon_Clifford,William Kingdon Clifford,MATHEMATICIAN,0,M,,False,29,20.8752896114871,Exeter,50.71666667,-3.53333333,36614585,United Kingdom,,1845-05-04,1845,1840,Madeira,32.75,-17,19898,Portugal,,1879-03-03,1879,United Kingdom,,,False,4.29187449141387,174,6527,3.58917962197912,50.8246951182588,444,444,44,44,1958,1958,3,3,27,27,139,139,2,2,250820
q208448,18949289,Augustus_De_Morgan,Augustus De Morgan,MATHEMATICIAN,0,M,,False,42,25.1879982303323,Madurai,9.9,78.1,186095,India,,1806-06-27,1806,1800,London,51.50722222,-0.1275,17867,United Kingdom,,1871-03-18,1871,India - United Kingdom,United Kingdom,,False,8.90007391078549,213,36559,2.81088014121146,65.1760143001542,90,90,3,3,49,49,1,1,5,5,333,333,73,73,18949289
q77304,1531824,Wilhelm_Killing,Wilhelm Killing,MATHEMATICIAN,61.9678673385249,M,,False,20,18.9293502099208,"Burbach, North Rhine-Westphalia",50.74444444,8.08611111,15441382,Germany,,1847-05-10,1847,1840,Münster,51.9625,7.62555556,155125,Germany,,1923-02-11,1923,,Germany,,False,3.87287633125655,172,1827,2.70113541576456,44.349229250133,650,650,60,60,2863,2863,1,1,78,78,2305,2305,10,10,1531824
q84289,172394,Georg_von_Peuerbach,Georg von Peuerbach,MATHEMATICIAN,1.41801190493823,M,,False,29,22.9232704206863,Peuerbach,48.34555556,13.77416667,55856,Austria,,1423-06-08,1423,1420,Vienna,48.20833,16.373064,55866,Austria,,1461-04-08,1461,,,,False,7.736714532125,596,4684,2.3119130528353,57.639722255215,219,219,4,4,299,299,1,1,4,4,286,286,157,157,172394
q77503,7457861,Paul_du_Bois-Reymond,Paul du Bois-Reymond,MATHEMATICIAN,22.7486270811774,,,False,15,19.5916368238721,,,,,,,,,,Freiburg im Breisgau,47,59,101832,Kazakhstan,,1889-04-07,1889,,Germany,,False,5.84570476523731,188,1632,1.70017955572367,46.5531079321239,598,598,,,,,,,55,55,48,48,20,20,7457861
q1288394,3130558,Đuro_Kurepa,Đuro Kurepa,MATHEMATICIAN,24.3825715755955,M,,False,17,20.5560743842122,,,,,,,1907-08-16,1907,1900,Belgrade,44.81666667,20.46666667,55904,Serbia,,1993-11-02,1993,,,,False,7.5824806625324,112,2370,1.39983702574227,49.7624486232546,483,483,140,140,,,,,107,107,88,88,57,57,3130558
q274639,386274,Élie_Cartan,Élie Cartan,MATHEMATICIAN,49.988338619004,M,,False,36,23.2590462469707,"Dolomieu, Isère",45.6108,5.4978,6920,France,,1869-04-09,1869,1860,Paris,48.8567,2.3508,22989,France,,1951-05-06,1951,,France,,False,7.05593476596613,150,15317,2.9062329503938,58.7570771433969,193,193,36,36,1292,1292,1,1,25,25,1332,1332,581,581,386274
q548266,1846002,Luigi_Cremona,Luigi Cremona,MATHEMATICIAN,40.1654854719756,M,,False,21,21.2147738355592,Pavia,45.18333333,9.15,36511,Italy,,1830-12-07,1830,1830,Rome,41.88333333,12.5,25458,Italy,,1903-06-10,1903,,Italy,,False,6.94934266696439,189,3398,1.94182587640061,51.9543903718607,399,399,36,36,2053,2053,15,15,32,32,1978,1978,724,724,1846002
q379219,1193511,Pierre_Varignon,Pierre Varignon,MATHEMATICIAN,42.841555387535,M,,False,22,22.4878238579161,Caen,49.18,-0.37,92443,France,,1654-01-01,1654,1650,Paris,48.8567,2.3508,22989,France,,1722-12-23,1722,France,France,,False,8.08955618476696,365,4545,1.73857901574592,56.1906949358945,253,253,6,6,1661,1661,3,3,8,8,1744,1744,757,757,1193511
q57335,37875,August_Ferdinand_Möbius,August Ferdinand Möbius,MATHEMATICIAN,0,M,,False,49,26.3651601919331,Pforta,51.1425,11.75222222,2996317,Germany,,1790-11-17,1790,1790,Leipzig,51.33333333,12.38333333,17955,Germany,,1868-09-26,1868,,,,False,11.6248197079377,229,41599,2.41137853586614,69.0932339717773,52,52,3,3,238,238,1,1,3,3,207,207,3,3,37875
q357918,1623938,László_Lovász,László Lovász,MATHEMATICIAN,13.963779736065,M,,True,23,19.6369818272468,Budapest,47.4925,19.05138889,36787,Hungary,,1948-03-09,1948,1940,,,,,,,,,Hungary,,,False,4.19168776171527,71,13764,2.66418674880297,46.7040016451587,594,594,272,272,340,340,153,153,,,,,,,1623938
q274223,43591,Édouard_Roche,Édouard Roche,MATHEMATICIAN,2.88769470409151,M,,False,28,22.8057881586029,Montpellier,43.6119,3.8772,73369,France,,1820-10-17,1820,1820,Montpellier,43.6119,3.8772,73369,France,,1883-04-27,1883,France,France,,False,9.55204864507536,199,4431,1.79826991041572,57.2487787460702,230,230,22,22,1499,1499,11,11,18,18,1558,1558,4,4,43591
q163016,430456,Lewis_Fry_Richardson,Lewis Fry Richardson,MATHEMATICIAN,2.76826814672466,M,,False,23,19.0786393074746,Newcastle upon Tyne,54.96666667,-1.6,70348,United Kingdom,,1881-10-11,1881,1880,Kilmun,55.993247,-4.9356663,2682835,United Kingdom,,1953-09-30,1953,United Kingdom,,,False,2.5927433549907,138,5785,3.72500443908156,44.8460157661545,638,638,128,128,2983,2983,10,10,110,110,2054,2054,2,2,430456
q371882,302534,Claude_Gaspard_Bachet_de_Méziriac,Claude Gaspard Bachet de Méziriac,MATHEMATICIAN,32.1967966467224,M,,False,19,21.9116388057529,Bourg-en-Bresse,46.2056,5.2289,263841,France,,1581-10-09,1581,1580,Bourg-en-Bresse,46.2056,5.2289,263841,France,,1638-02-26,1638,,,,False,7.50149451480647,438,3365,1.67534725988376,54.2733347981617,308,308,8,8,2001,2001,2,2,14,14,2089,2089,1,1,302534
q561251,2833132,Vergilius_of_Salzburg,Vergilius of Salzburg,MATHEMATICIAN,1.37976493326839,M,,False,19,21.6635488795533,Republic of Ireland,53,-8,14560,Ireland,,0700-01-01,700,700,Salzburg,47.8,13.03333333,40335,Austria,,0784-11-27,784,,,,False,5.98265586376814,1319,4458,1.99053992801328,53.4477706269248,344,344,23,23,81,81,2,2,1,1,400,400,18,18,2833132
q329846,1643733,Øystein_Ore,Øystein Ore,MATHEMATICIAN,50.8569589959335,M,,False,16,18.0829484907266,,,,,,,1899-10-07,1899,1890,Oslo,59.91666667,10.73333333,22309,,,1968-08-13,1968,,Norway,,False,3.64486964877805,120,1746,2.63108996131287,41.532674202759,697,697,185,185,,,,,160,160,,,84,84,1643733
q740978,2648626,Giovanni_Antonio_Magini,Giovanni Antonio Magini,MATHEMATICIAN,1.51819494429248,M,,False,15,20.9268272875691,Padua,45.41666667,11.86666667,50240,Italy,,1555-06-13,1555,1550,,,,,,,1617-02-11,1617,Venice,,,False,6.23479497690276,464,2500,1.49571000675605,50.9961960715376,438,438,11,11,2151,2151,15,15,13,13,,,,,2648626
q441117,18949989,Edward_Kasner,Edward Kasner,MATHEMATICIAN,102.013070300074,M,,False,21,21.5363673216666,New York City,40.661,-73.944,645042,United States,,1878-04-02,1878,1870,New York City,40.661,-73.944,645042,United States,,1955-01-07,1955,United States,United States,,False,6.64345432482637,141,7215,2.21141994200455,53.0245509539546,362,362,72,72,2576,2576,223,223,61,61,1999,1999,256,256,18949989
q214549,341810,Joseph_Liouville,Joseph Liouville,MATHEMATICIAN,0,M,,False,39,24.244396538171,Saint-Omer,50.7461,2.2617,173729,France,,1809-03-24,1809,1800,Paris,48.8567,2.3508,22989,France,,1882-09-08,1882,France,France,,False,9.68913099971442,210,12800,2.55757475048416,62.0360087348329,126,126,12,12,869,869,1,1,13,13,900,900,384,384,341810
q261909,1795295,Meton_of_Athens,Meton of Athens,MATHEMATICIAN,4.69943625292586,M,,False,27,24.8244981832309,Greece,39,22,12108,Greece,,0500-01-01 BC,-500,-500,,,,,,,,,Greeks,,,False,13.2731559446953,2519,7887,1.48368090151399,63.9664020449252,105,105,15,15,147,147,9,9,,,,,,,1795295
q318303,973594,Jacopo_Riccati,Jacopo Riccati,MATHEMATICIAN,42.9479157476327,M,,False,25,22.5044355059277,Venice,45.4375,12.33583333,32616,Italy,,,1676,1670,Treviso,45.66666667,12.25,925340,Italy,,1754-04-15,1754,,,,False,8.29820017930903,343,3917,1.91459699001042,56.2459732038745,252,252,9,9,1532,1532,65,65,7,7,1489,1489,1,1,973594
q460791,463336,Thomas_Wright_(astronomer),Thomas Wright,MATHEMATICIAN,1.98442877548516,M,,False,21,21.3483494859786,Byers Green,54.70100021,-1.653,400297,United Kingdom,,1711-09-22,1711,1710,,,,,,,1786-02-22,1786,,,,False,6.63216101167359,308,3469,2.24694540901636,52.3988875460312,382,382,16,16,1706,1706,1,1,12,12,,,,,463336
q295981,1118498,Terence_Tao,Terence Tao,MATHEMATICIAN,0,M,,True,38,19.709824418168,Adelaide,-34.92888889,138.60111111,1148,Australia,,1975-07-17,1975,1970,,,,,,,,,Australia,,,False,5.89887052604053,44,146990,3.464974729292,46.9463985619776,587,587,60,60,122,122,7,7,,,,,,,1118498
